cycle,phase,step,t_ms,pause_no,servo6_q_target,servo6_q_measured,servo6_q_delta,servo7_q_target,servo7_q_measured,servo7_q_delta,servo8_q_target,servo8_q_measured,servo8_q_delta,servo9_q_target,servo9_q_measured,servo9_q_delta,middle_det_bit,index_det_bit
0,PAUSE,263,5504.4,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.70016,-0.00016,0.5,0.49903,0.00097,0,0
0,PAUSE,264,5526.3,4,0.7,0.70157,-0.00157,0.5,0.51652,-0.01652,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,265,5547.1,4,0.7,0.70332,-0.00332,0.5,0.51984,-0.01984,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,266,5568.5,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.69842,0.00158,0.5,0.49903,0.00097,0,0
0,PAUSE,267,5591.6,4,0.7,0.69459,0.00541,0.5,0.52316,-0.02316,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,268,5611.0,4,0.7,0.69634,0.00366,0.5,0.51818,-0.01818,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,269,5631.0,4,0.7,0.69634,0.00366,0.5,0.52316,-0.02316,0.7,0.68971,0.01029,0.5,0.50097,-0.00097,0,0
0,PAUSE,270,5652.2,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,271,5673.1,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69493,0.00507,0.5,0.49903,0.00097,0,0
0,PAUSE,272,5694.0,4,0.7,0.69808,0.00192,0.5,0.51818,-0.01818,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,273,5714.9,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,274,5737.9,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69319,0.00681,0.5,0.49903,0.00097,0,0
0,PAUSE,275,5757.5,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.70016,-0.00016,0.5,0.49903,0.00097,0,0
0,PAUSE,276,5776.7,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.69667,0.00333,0.5,0.50097,-0.00097,0,0
0,PAUSE,277,5798.3,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.70538,-0.00538,0.5,0.49903,0.00097,0,0
0,PAUSE,278,5819.2,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.69842,0.00158,0.5,0.50097,-0.00097,0,0
0,PAUSE,279,5841.8,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69667,0.00333,0.5,0.49903,0.00097,0,0
0,PAUSE,280,5861.8,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69842,0.00158,0.5,0.50097,-0.00097,0,0
0,PAUSE,281,5880.4,4,0.7,0.69983,0.00017,0.5,0.51984,-0.01984,0.7,0.69493,0.00507,0.5,0.5029,-0.0029,0,0
0,MOVE,282,5901.6,-1,0.705,0.69808,0.00692,0.5,0.51984,-0.01984,0.705,0.69319,0.01181,0.5,0.49903,0.00097,0,0
0,MOVE,283,5923.3,-1,0.71,0.69808,0.01192,0.5,0.51984,-0.01984,0.71,0.68797,0.02203,0.5,0.49903,0.00097,0,0
0,MOVE,284,5944.6,-1,0.715,0.69634,0.01866,0.5,0.51818,-0.01818,0.715,0.68623,0.02877,0.5,0.50097,-0.00097,0,0
0,MOVE,285,5966.3,-1,0.72,0.69808,0.02192,0.5,0.51984,-0.01984,0.72,0.68274,0.03726,0.5,0.49903,0.00097,0,0
0,MOVE,286,5985.8,-1,0.725,0.69808,0.02692,0.5,0.51984,-0.01984,0.725,0.68274,0.04226,0.5,0.49903,0.00097,0,0
0,MOVE,287,6005.7,-1,0.73,0.69808,0.03192,0.5,0.51984,-0.01984,0.73,0.68449,0.04551,0.5,0.49903,0.00097,0,0
0,MOVE,288,6026.8,-1,0.735,0.69808,0.03692,0.5,0.51984,-0.01984,0.735,0.68449,0.05051,0.5,0.49903,0.00097,0,0
0,MOVE,289,6048.1,-1,0.74,0.70157,0.03843,0.5,0.51984,-0.01984,0.74,0.68623,0.05377,0.5,0.49903,0.00097,0,0
0,MOVE,290,6069.8,-1,0.745,0.70332,0.04168,0.5,0.5215,-0.0215,0.745,0.68449,0.06051,0.5,0.49903,0.00097,0,0
0,MOVE,291,6089.5,-1,0.75,0.70506,0.04494,0.5,0.51818,-0.01818,0.75,0.68623,0.06377,0.5,0.4971,0.0029,0,0
0,PAUSE,292,6110.0,5,0.75,0.71553,0.03447,0.5,0.51818,-0.01818,0.75,0.69145,0.05855,0.5,0.49903,0.00097,0,0
0,PAUSE,293,6131.5,5,0.75,0.71379,0.03621,0.5,0.51818,-0.01818,0.75,0.68449,0.06551,0.5,0.49903,0.00097,0,0
0,PAUSE,294,6154.0,5,0.75,0.71728,0.03272,0.5,0.51984,-0.01984,0.75,0.68623,0.06377,0.5,0.50484,-0.00484,0,0
0,PAUSE,295,6176.1,5,0.75,0.72426,0.02574,0.5,0.51818,-0.01818,0.75,0.68971,0.06029,0.5,0.49903,0.00097,0,0
0,PAUSE,296,6194.7,5,0.75,0.72775,0.02225,0.5,0.5215,-0.0215,0.75,0.69145,0.05855,0.5,0.49903,0.00097,0,0
0,PAUSE,297,6214.2,5,0.75,0.73124,0.01876,0.5,0.51984,-0.01984,0.75,0.70016,0.04984,0.5,0.49903,0.00097,0,0
0,PAUSE,298,6234.1,5,0.75,0.73647,0.01353,0.5,0.51818,-0.01818,0.75,0.69667,0.05333,0.5,0.49903,0.00097,0,0
0,PAUSE,299,6255.2,5,0.75,0.73997,0.01003,0.5,0.51818,-0.01818,0.75,0.70538,0.04462,0.5,0.49903,0.00097,0,0
0,PAUSE,300,6276.0,5,0.75,0.74171,0.00829,0.5,0.51818,-0.01818,0.75,0.70712,0.04288,0.5,0.5029,-0.0029,0,0
0,PAUSE,301,6298.6,5,0.75,0.74346,0.00654,0.5,0.51818,-0.01818,0.75,0.7106,0.0394,0.5,0.49903,0.00097,0,0
0,PAUSE,302,6317.5,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71235,0.03765,0.5,0.49903,0.00097,0,0
0,PAUSE,303,6337.8,5,0.75,0.75916,-0.00916,0.5,0.51818,-0.01818,0.75,0.71757,0.03243,0.5,0.49903,0.00097,0,0
0,PAUSE,304,6359.1,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71409,0.03591,0.5,0.49903,0.00097,0,0
0,PAUSE,305,6380.2,5,0.75,0.75044,-0.00044,0.5,0.51984,-0.01984,0.75,0.70538,0.04462,0.5,0.49903,0.00097,0,0
0,PAUSE,306,6402.1,5,0.75,0.75044,-0.00044,0.5,0.51818,-0.01818,0.75,0.71583,0.03417,0.5,0.49903,0.00097,0,0
0,PAUSE,307,6425.3,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71931,0.03069,0.5,0.49903,0.00097,0,0
0,PAUSE,308,6444.5,5,0.75,0.7452,0.0048,0.5,0.51818,-0.01818,0.75,0.71235,0.03765,0.5,0.49903,0.00097,0,0
0,PAUSE,309,6465.7,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71409,0.03591,0.5,0.49903,0.00097,0,0
0,PAUSE,310,6486.4,5,0.75,0.75218,-0.00218,0.5,0.51818,-0.01818,0.75,0.70712,0.04288,0.5,0.49903,0.00097,0,0
0,PAUSE,311,6505.4,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71409,0.03591,0.5,0.49903,0.00097,0,0
0,PAUSE,312,6526.3,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71757,0.03243,0.5,0.49903,0.00097,0,0
0,PAUSE,313,6548.5,5,0.75,0.75044,-0.00044,0.5,0.51818,-0.01818,0.75,0.71583,0.03417,0.5,0.50097,-0.00097,0,0
0,PAUSE,314,6568.2,5,0.75,0.74171,0.00829,0.5,0.51652,-0.01652,0.75,0.70538,0.04462,0.5,0.49903,0.00097,0,0
0,PAUSE,315,6592.5,5,0.75,0.7452,0.0048,0.5,0.51652,-0.01652,0.75,0.71409,0.03591,0.5,0.50484,-0.00484,0,0
0,PAUSE,316,6611.7,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71757,0.03243,0.5,0.49903,0.00097,0,0
0,PAUSE,317,6631.6,5,0.75,0.7452,0.0048,0.5,0.51818,-0.01818,0.75,0.71757,0.03243,0.5,0.50097,-0.00097,0,0
0,PAUSE,318,6651.9,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71757,0.03243,0.5,0.49903,0.00097,0,0
0,PAUSE,319,6672.8,5,0.75,0.75567,-0.00567,0.5,0.51818,-0.01818,0.75,0.70712,0.04288,0.5,0.49903,0.00097,0,0
0,PAUSE,320,6693.8,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.70712,0.04288,0.5,0.49903,0.00097,0,0
0,PAUSE,321,6714.9,5,0.75,0.74869,0.00131,0.5,0.51652,-0.01652,0.75,0.70886,0.04114,0.5,0.5029,-0.0029,0,0
0,PAUSE,322,6735.3,5,0.75,0.74869,0.00131,0.5,0.51818,-0.01818,0.75,0.71757,0.03243,0.5,0.49903,0.00097,0,0
0,PAUSE,323,6755.5,5,0.75,0.74869,0.00131,0.5,0.51818,-0.01818,0.75,0.7106,0.0394,0.5,0.49903,0.00097,0,0
0,PAUSE,324,6776.8,5,0.75,0.75044,-0.00044,0.5,0.51818,-0.01818,0.75,0.71235,0.03765,0.5,0.49903,0.00097,0,0
0,PAUSE,325,6800.2,5,0.75,0.75044,-0.00044,0.5,0.51984,-0.01984,0.75,0.72279,0.02721,0.5,0.49903,0.00097,0,0
0,PAUSE,326,6818.5,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.71235,0.03765,0.5,0.49903,0.00097,0,0
0,PAUSE,327,6838.4,5,0.75,0.74695,0.00305,0.5,0.51652,-0.01652,0.75,0.72105,0.02895,0.5,0.49903,0.00097,0,0
0,PAUSE,328,6860.4,5,0.75,0.75044,-0.00044,0.5,0.51984,-0.01984,0.75,0.72105,0.02895,0.5,0.49903,0.00097,0,0
0,PAUSE,329,6881.7,5,0.75,0.74869,0.00131,0.5,0.51652,-0.01652,0.75,0.71931,0.03069,0.5,0.49903,0.00097,0,0
0,PAUSE,330,6902.5,5,0.75,0.75044,-0.00044,0.5,0.51818,-0.01818,0.75,0.72279,0.02721,0.5,0.49903,0.00097,0,0
0,PAUSE,331,6924.9,5,0.75,0.74695,0.00305,0.5,0.51818,-0.01818,0.75,0.72105,0.02895,0.5,0.49903,0.00097,0,0
0,MOVE,332,6944.5,-1,0.755,0.74869,0.00631,0.5,0.51652,-0.01652,0.755,0.71409,0.04091,0.5,0.49903,0.00097,0,0
0,MOVE,333,6964.0,-1,0.76,0.74869,0.01131,0.5,0.51652,-0.01652,0.76,0.71409,0.04591,0.5,0.49903,0.00097,0,0
0,MOVE,334,6984.9,-1,0.765,0.74869,0.01631,0.5,0.51818,-0.01818,0.765,0.69145,0.07355,0.5,0.50097,-0.00097,0,0
0,MOVE,335,7005.2,-1,0.77,0.74869,0.02131,0.5,0.51818,-0.01818,0.77,0.71409,0.05591,0.5,0.49903,0.00097,0,0
0,MOVE,336,7027.4,-1,0.775,0.75044,0.02456,0.5,0.51818,-0.01818,0.775,0.72105,0.05395,0.5,0.49903,0.00097,0,0
0,MOVE,337,7047.2,-1,0.78,0.74869,0.03131,0.5,0.51818,-0.01818,0.78,0.72453,0.05547,0.5,0.49903,0.00097,0,0
0,MOVE,338,7069.0,-1,0.785,0.74869,0.03631,0.5,0.51818,-0.01818,0.785,0.71931,0.06569,0.5,0.50097,-0.00097,0,0
0,MOVE,339,7089.5,-1,0.79,0.75742,0.03258,0.5,0.51818,-0.01818,0.79,0.72105,0.06895,0.5,0.49903,0.00097,0,0
0,MOVE,340,7110.6,-1,0.795,0.76091,0.03409,0.5,0.51818,-0.01818,0.795,0.73498,0.06002,0.5,0.49903,0.00097,0,0
0,MOVE,341,7130.6,-1,0.8,0.75916,0.04084,0.5,0.5215,-0.0215,0.8,0.73498,0.06502,0.5,0.49903,0.00097,0,0
0,PAUSE,342,7154.6,6,0.8,0.75916,0.04084,0.5,0.51984,-0.01984,0.8,0.73846,0.06154,0.5,0.49903,0.00097,0,0
0,PAUSE,343,7175.0,6,0.8,0.76265,0.03735,0.5,0.51818,-0.01818,0.8,0.74021,0.05979,0.5,0.49903,0.00097,0,0
0,PAUSE,344,7192.8,6,0.8,0.76963,0.03037,0.5,0.51984,-0.01984,0.8,0.74717,0.05283,0.5,0.5029,-0.0029,0,0
0,PAUSE,345,7213.3,6,0.8,0.77487,0.02513,0.5,0.51818,-0.01818,0.8,0.74195,0.05805,0.5,0.49903,0.00097,0,0
0,PAUSE,346,7234.4,6,0.8,0.77661,0.02339,0.5,0.51818,-0.01818,0.8,0.74543,0.05457,0.5,0.49903,0.00097,0,0
0,PAUSE,347,7255.2,6,0.8,0.78185,0.01815,0.5,0.51818,-0.01818,0.8,0.7611,0.0389,0.5,0.49903,0.00097,0,0
0,PAUSE,348,7275.8,6,0.8,0.78709,0.01291,0.5,0.51818,-0.01818,0.8,0.7611,0.0389,0.5,0.50097,-0.00097,0,0
0,PAUSE,349,7299.7,6,0.8,0.79756,0.00244,0.5,0.51652,-0.01652,0.8,0.76284,0.03716,0.5,0.4971,0.0029,0,0
0,PAUSE,350,7318.5,6,0.8,0.79756,0.00244,0.5,0.51652,-0.01652,0.8,0.76284,0.03716,0.5,0.49903,0.00097,0,0
0,PAUSE,351,7338.2,6,0.8,0.80803,-0.00803,0.5,0.51818,-0.01818,0.8,0.75588,0.04412,0.5,0.49903,0.00097,0,0
0,PAUSE,352,7359.7,6,0.8,0.80279,-0.00279,0.5,0.51818,-0.01818,0.8,0.77329,0.02671,0.5,0.49903,0.00097,0,0
0,PAUSE,353,7382.9,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76981,0.03019,0.5,0.4971,0.0029,0,0
0,PAUSE,354,7401.3,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.77329,0.02671,0.5,0.49903,0.00097,0,0
0,PAUSE,355,7423.2,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.77155,0.02845,0.5,0.4971,0.0029,0,0
0,PAUSE,356,7445.0,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.7611,0.0389,0.5,0.49903,0.00097,0,0
0,PAUSE,357,7464.4,6,0.8,0.80279,-0.00279,0.5,0.51818,-0.01818,0.8,0.77155,0.02845,0.5,0.49903,0.00097,0,0
0,PAUSE,358,7485.1,6,0.8,0.80279,-0.00279,0.5,0.51652,-0.01652,0.8,0.77155,0.02845,0.5,0.4971,0.0029,0,0
0,PAUSE,359,7507.0,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76981,0.03019,0.5,0.4971,0.0029,0,0
0,PAUSE,360,7527.4,6,0.8,0.7993,0.0007,0.5,0.51818,-0.01818,0.8,0.7611,0.0389,0.5,0.49903,0.00097,0,0
0,PAUSE,361,7549.3,6,0.8,0.80105,-0.00105,0.5,0.5215,-0.0215,0.8,0.77329,0.02671,0.5,0.5029,-0.0029,0,0
0,PAUSE,362,7567.7,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.77329,0.02671,0.5,0.4971,0.0029,0,0
0,PAUSE,363,7589.0,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76981,0.03019,0.5,0.49903,0.00097,0,0
0,PAUSE,364,7610.3,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76981,0.03019,0.5,0.49903,0.00097,0,0
0,PAUSE,365,7630.6,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76981,0.03019,0.5,0.4971,0.0029,0,0
0,PAUSE,366,7651.4,6,0.8,0.80105,-0.00105,0.5,0.51652,-0.01652,0.8,0.77155,0.02845,0.5,0.49903,0.00097,0,0
0,PAUSE,367,7674.0,6,0.8,0.80279,-0.00279,0.5,0.51818,-0.01818,0.8,0.77329,0.02671,0.5,0.4971,0.0029,0,0
0,PAUSE,368,7694.9,6,0.8,0.80105,-0.00105,0.5,0.51984,-0.01984,0.8,0.77329,0.02671,0.5,0.49903,0.00097,0,0
0,PAUSE,369,7714.9,6,0.8,0.80279,-0.00279,0.5,0.51818,-0.01818,0.8,0.77155,0.02845,0.5,0.49903,0.00097,0,0
0,PAUSE,370,7735.0,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.77329,0.02671,0.5,0.49903,0.00097,0,0
0,PAUSE,371,7756.9,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.75936,0.04064,0.5,0.49903,0.00097,0,0
0,PAUSE,372,7777.0,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76632,0.03368,0.5,0.49903,0.00097,0,0
0,PAUSE,373,7799.6,6,0.8,0.80279,-0.00279,0.5,0.51818,-0.01818,0.8,0.76458,0.03542,0.5,0.49903,0.00097,0,0
0,PAUSE,374,7818.8,6,0.8,0.7993,0.0007,0.5,0.51818,-0.01818,0.8,0.76807,0.03193,0.5,0.5029,-0.0029,0,0
0,PAUSE,375,7839.9,6,0.8,0.80105,-0.00105,0.5,0.51984,-0.01984,0.8,0.76632,0.03368,0.5,0.4971,0.0029,0,0
0,PAUSE,376,7860.2,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.76632,0.03368,0.5,0.49903,0.00097,0,0
0,PAUSE,377,7881.0,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.77503,0.02497,0.5,0.49903,0.00097,0,0
0,PAUSE,378,7901.3,6,0.8,0.80105,-0.00105,0.5,0.51818,-0.01818,0.8,0.77851,0.02149,0.5,0.50484,-0.00484,0,0
0,PAUSE,379,7924.3,6,0.8,0.80279,-0.00279,0.5,0.51984,-0.01984,0.8,0.77851,0.02149,0.5,0.49903,0.00097,0,0
0,PAUSE,380,7944.1,6,0.8,0.80105,-0.00105,0.5,0.51984,-0.01984,0.8,0.77851,0.02149,0.5,0.4971,0.0029,0,0
0,PAUSE,381,7965.9,6,0.8,0.80279,-0.00279,0.5,0.51818,-0.01818,0.8,0.77851,0.02149,0.5,0.49903,0.00097,0,0
0,MOVE,382,7986.6,-1,0.805,0.80279,0.00221,0.5,0.51818,-0.01818,0.805,0.78025,0.02475,0.5,0.4971,0.0029,0,0
0,MOVE,383,8006.5,-1,0.81,0.80279,0.00721,0.5,0.51984,-0.01984,0.81,0.78025,0.02975,0.5,0.4971,0.0029,0,0
0,MOVE,384,8029.6,-1,0.815,0.80279,0.01221,0.5,0.51818,-0.01818,0.815,0.78374,0.03126,0.5,0.49903,0.00097,0,0
0,MOVE,385,8048.2,-1,0.82,0.80105,0.01895,0.5,0.5215,-0.0215,0.82,0.78722,0.03278,0.5,0.49903,0.00097,0,0
0,MOVE,386,8068.5,-1,0.825,0.80105,0.02395,0.5,0.51818,-0.01818,0.825,0.78722,0.03778,0.5,0.50484,-0.00484,0,0
0,MOVE,387,8089.8,-1,0.83,0.80803,0.02197,0.5,0.51984,-0.01984,0.83,0.78374,0.04626,0.5,0.4971,0.0029,0,0
0,MOVE,388,8109.6,-1,0.835,0.80105,0.03395,0.5,0.51818,-0.01818,0.835,0.7907,0.0443,0.5,0.4971,0.0029,0,0
0,MOVE,389,8130.1,-1,0.84,0.80105,0.03895,0.5,0.5215,-0.0215,0.84,0.78374,0.05626,0.5,0.49903,0.00097,0,0
0,MOVE,390,8151.3,-1,0.845,0.80105,0.04395,0.5,0.51984,-0.01984,0.845,0.79593,0.04907,0.5,0.49903,0.00097,0,0
0,MOVE,391,8172.4,-1,0.85,0.81675,0.03325,0.5,0.51984,-0.01984,0.85,0.79767,0.05233,0.5,0.49903,0.00097,0,0
0,PAUSE,392,8193.0,7,0.85,0.80803,0.04197,0.5,0.51818,-0.01818,0.85,0.79941,0.05059,0.5,0.49903,0.00097,0,0
0,PAUSE,393,8213.1,7,0.85,0.80977,0.04023,0.5,0.51818,-0.01818,0.85,0.80289,0.04711,0.5,0.4971,0.0029,0,0
0,PAUSE,394,8234.5,7,0.85,0.81501,0.03499,0.5,0.51818,-0.01818,0.85,0.80637,0.04363,0.5,0.4971,0.0029,0,0
0,PAUSE,395,8256.3,7,0.85,0.8185,0.0315,0.5,0.51818,-0.01818,0.85,0.80811,0.04189,0.5,0.49516,0.00484,0,0
0,PAUSE,396,8276.2,7,0.85,0.82723,0.02277,0.5,0.51818,-0.01818,0.85,0.81334,0.03666,0.5,0.49323,0.00677,0,0
0,PAUSE,397,8300.3,7,0.85,0.83072,0.01928,0.5,0.51818,-0.01818,0.85,0.81334,0.03666,0.5,0.4913,0.0087,0,0
0,PAUSE,398,8321.5,7,0.85,0.83595,0.01405,0.5,0.51818,-0.01818,0.85,0.80637,0.04363,0.5,0.48936,0.01064,0,0
0,PAUSE,399,8339.0,7,0.85,0.83944,0.01056,0.5,0.51984,-0.01984,0.85,0.81856,0.03144,0.5,0.48936,0.01064,0,0
0,PAUSE,400,8358.9,7,0.85,0.84293,0.00707,0.5,0.51818,-0.01818,0.85,0.81508,0.03492,0.5,0.49323,0.00677,0,0
0,PAUSE,401,8379.8,7,0.85,0.84468,0.00532,0.5,0.51984,-0.01984,0.85,0.8203,0.0297,0.5,0.48743,0.01257,0,0
0,PAUSE,402,8402.1,7,0.85,0.8534,-0.0034,0.5,0.51818,-0.01818,0.85,0.82204,0.02796,0.5,0.48743,0.01257,0,0
0,PAUSE,403,8422.2,7,0.85,0.84468,0.00532,0.5,0.51984,-0.01984,0.85,0.81334,0.03666,0.5,0.48743,0.01257,0,1
0,PAUSE,404,8444.3,7,0.85,0.84468,0.00532,0.5,0.51818,-0.01818,0.85,0.82204,0.02796,0.5,0.4913,0.0087,0,1
0,PAUSE,405,8466.8,7,0.85,0.84642,0.00358,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.48549,0.01451,0,1
0,PAUSE,406,8488.5,7,0.85,0.84119,0.00881,0.5,0.51818,-0.01818,0.85,0.82553,0.02447,0.5,0.4913,0.0087,0,1
0,PAUSE,407,8507.9,7,0.85,0.84642,0.00358,0.5,0.51652,-0.01652,0.85,0.81682,0.03318,0.5,0.48549,0.01451,0,1
0,PAUSE,408,8527.1,7,0.85,0.8534,-0.0034,0.5,0.51818,-0.01818,0.85,0.81682,0.03318,0.5,0.4913,0.0087,0,1
0,PAUSE,409,8547.1,7,0.85,0.84293,0.00707,0.5,0.5215,-0.0215,0.85,0.8203,0.0297,0.5,0.49323,0.00677,0,1
0,PAUSE,410,8567.6,7,0.85,0.84817,0.00183,0.5,0.51984,-0.01984,0.85,0.81856,0.03144,0.5,0.49516,0.00484,0,0
0,PAUSE,411,8589.4,7,0.85,0.84991,9e-05,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.48743,0.01257,0,0
0,PAUSE,412,8613.1,7,0.85,0.84991,9e-05,0.5,0.51652,-0.01652,0.85,0.82553,0.02447,0.5,0.49516,0.00484,0,0
0,PAUSE,413,8633.1,7,0.85,0.84991,9e-05,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.48549,0.01451,0,0
0,PAUSE,414,8651.7,7,0.85,0.85166,-0.00166,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.4971,0.0029,0,0
0,PAUSE,415,8672.3,7,0.85,0.84642,0.00358,0.5,0.51818,-0.01818,0.85,0.82553,0.02447,0.5,0.48162,0.01838,0,0
0,PAUSE,416,8693.1,7,0.85,0.85515,-0.00515,0.5,0.51818,-0.01818,0.85,0.81856,0.03144,0.5,0.4971,0.0029,0,0
0,PAUSE,417,8716.6,7,0.85,0.84817,0.00183,0.5,0.51652,-0.01652,0.85,0.82727,0.02273,0.5,0.48549,0.01451,0,0
0,PAUSE,418,8734.7,7,0.85,0.84817,0.00183,0.5,0.51818,-0.01818,0.85,0.82379,0.02621,0.5,0.48743,0.01257,0,0
0,PAUSE,419,8755.9,7,0.85,0.84642,0.00358,0.5,0.51818,-0.01818,0.85,0.82553,0.02447,0.5,0.48549,0.01451,0,1
0,PAUSE,420,8776.9,7,0.85,0.85166,-0.00166,0.5,0.51652,-0.01652,0.85,0.82727,0.02273,0.5,0.48936,0.01064,0,1
0,PAUSE,421,8800.9,7,0.85,0.84817,0.00183,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.48549,0.01451,0,1
0,PAUSE,422,8818.8,7,0.85,0.84817,0.00183,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.48743,0.01257,0,1
0,PAUSE,423,8838.2,7,0.85,0.84991,9e-05,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.49323,0.00677,0,1
0,PAUSE,424,8861.3,7,0.85,0.85166,-0.00166,0.5,0.51818,-0.01818,0.85,0.82727,0.02273,0.5,0.4971,0.0029,0,0
0,PAUSE,425,8881.8,7,0.85,0.84817,0.00183,0.5,0.51984,-0.01984,0.85,0.82727,0.02273,0.5,0.4971,0.0029,0,0
0,PAUSE,426,8905.4,7,0.85,0.85166,-0.00166,0.5,0.51818,-0.01818,0.85,0.82553,0.02447,0.5,0.48549,0.01451,0,0
0,PAUSE,427,8924.8,7,0.85,0.84991,9e-05,0.5,0.51984,-0.01984,0.85,0.82901,0.02099,0.5,0.48743,0.01257,0,0
0,PAUSE,428,8944.9,7,0.85,0.84817,0.00183,0.5,0.51818,-0.01818,0.85,0.83075,0.01925,0.5,0.49903,0.00097,0,0
0,PAUSE,429,8963.9,7,0.85,0.84991,9e-05,0.5,0.52316,-0.02316,0.85,0.83423,0.01577,0.5,0.4971,0.0029,0,0
0,PAUSE,430,8985.0,7,0.85,0.85166,-0.00166,0.5,0.51818,-0.01818,0.85,0.83249,0.01751,0.5,0.49516,0.00484,0,0
0,PAUSE,431,9006.3,7,0.85,0.85166,-0.00166,0.5,0.51818,-0.01818,0.85,0.83597,0.01403,0.5,0.49323,0.00677,0,0
0,MOVE,432,9027.4,-1,0.855,0.84991,0.00509,0.5,0.51818,-0.01818,0.855,0.83772,0.01728,0.5,0.48743,0.01257,0,0
0,MOVE,433,9050.8,-1,0.86,0.84991,0.01009,0.5,0.5215,-0.0215,0.86,0.83946,0.02054,0.5,0.4913,0.0087,0,0
0,MOVE,434,9068.5,-1,0.865,0.84991,0.01509,0.5,0.51984,-0.01984,0.865,0.83772,0.02728,0.5,0.48549,0.01451,0,0
0,MOVE,435,9088.7,-1,0.87,0.84817,0.02183,0.5,0.51984,-0.01984,0.87,0.8412,0.0288,0.5,0.48549,0.01451,0,0
0,MOVE,436,9111.0,-1,0.875,0.84991,0.02509,0.5,0.51984,-0.01984,0.875,0.84294,0.03206,0.5,0.48549,0.01451,0,1
0,MOVE,437,9133.2,-1,0.88,0.84991,0.03009,0.5,0.51818,-0.01818,0.88,0.84468,0.03532,0.5,0.48743,0.01257,0,1
0,MOVE,438,9152.6,-1,0.885,0.84991,0.03509,0.5,0.51818,-0.01818,0.885,0.8499,0.0351,0.5,0.5029,-0.0029,0,0
